Axial Position x, Normalized Nozzle Radius r
2.80,1.889140
2.81,1.892292
2.82,1.895444
2.83,1.898594
2.84,1.901743
2.85,1.904891
2.86,1.908038
2.87,1.911184
2.88,1.914328
2.89,1.917471
2.90,1.920613
2.91,1.923753
2.92,1.926893
2.93,1.930031
2.94,1.933168
2.95,1.936303
2.96,1.939438
2.97,1.942571
2.98,1.945703
2.99,1.948833
3.00,1.951963
3.01,1.955091
3.02,1.958218
3.03,1.961343
3.04,1.964468
3.05,1.967591
3.06,1.970713
3.07,1.973833
3.08,1.976953
3.09,1.980071
3.10,1.983188
3.11,1.986303
3.12,1.989417
3.13,1.992530
3.14,1.995642
3.15,1.998752
3.16,2.001861
3.17,2.004969
3.18,2.008076
3.19,2.011181
3.20,2.014285
3.21,2.017388
3.22,2.020489
3.23,2.023589
3.24,2.026688
3.25,2.029785
3.26,2.032882
3.27,2.035976
3.28,2.039070
3.29,2.042162
3.30,2.045253
3.31,2.048343
3.32,2.051431
3.33,2.054518
3.34,2.057604
3.35,2.060688
3.36,2.063771
3.37,2.066853
3.38,2.069933
3.39,2.073012
3.40,2.076090
3.41,2.079166
3.42,2.082241
3.43,2.085315
3.44,2.088387
3.45,2.091458
3.46,2.094528
3.47,2.097596
3.48,2.100663
3.49,2.103729
3.50,2.106793
3.51,2.109856
3.52,2.112918
3.53,2.115978
3.54,2.119037
3.55,2.122094
3.56,2.125150
3.57,2.128205
3.58,2.131258
3.59,2.134310
3.60,2.137361
3.61,2.140410
3.62,2.143458
3.63,2.146505
3.64,2.149550
3.65,2.152594
3.66,2.155636
3.67,2.158677
3.68,2.161716
3.69,2.164755
3.70,2.167791
3.71,2.170827
3.72,2.173861
3.73,2.176893
3.74,2.179925
3.75,2.182954
3.76,2.185983
3.77,2.189010
3.78,2.192035
3.79,2.195060
3.80,2.198082
3.81,2.201104
3.82,2.204124
3.83,2.207142
3.84,2.210159
3.85,2.213175
3.86,2.216189
3.87,2.219202
3.88,2.222213
3.89,2.225223
3.90,2.228232
3.91,2.231239
3.92,2.234244
3.93,2.237248
3.94,2.240251
3.95,2.243252
3.96,2.246252
3.97,2.249251
3.98,2.252248
3.99,2.255243
4.00,2.258237
4.01,2.261230
4.02,2.264221
4.03,2.267211
4.04,2.270199
4.05,2.273185
4.06,2.276171
4.07,2.279155
4.08,2.282137
4.09,2.285118
4.10,2.288097
4.11,2.291075
4.12,2.294051
4.13,2.297026
4.14,2.300000
4.15,2.302972
4.16,2.305942
4.17,2.308911
4.18,2.311879
4.19,2.314845
4.20,2.317809
4.21,2.320772
4.22,2.323734
4.23,2.326694
4.24,2.329652
4.25,2.332609
4.26,2.335565
4.27,2.338519
4.28,2.341471
4.29,2.344422
4.30,2.347372
4.31,2.350320
4.32,2.353266
4.33,2.356211
4.34,2.359155
4.35,2.362096
4.36,2.365037
4.37,2.367975
4.38,2.370913
4.39,2.373848
4.40,2.376783
4.41,2.379715
4.42,2.382646
4.43,2.385576
4.44,2.388504
4.45,2.391430
4.46,2.394355
4.47,2.397279
4.48,2.400201
4.49,2.403121
4.50,2.406040
4.51,2.408957
4.52,2.411872
4.53,2.414786
4.54,2.417699
4.55,2.420610
4.56,2.423519
4.57,2.426427
4.58,2.429333
4.59,2.432238
4.60,2.435141
4.61,2.438042
4.62,2.440942
4.63,2.443840
4.64,2.446737
4.65,2.449632
4.66,2.452526
4.67,2.455418
4.68,2.458308
4.69,2.461197
4.70,2.464084
4.71,2.466969
4.72,2.469853
4.73,2.472736
4.74,2.475616
4.75,2.478496
4.76,2.481373
4.77,2.484249
4.78,2.487123
4.79,2.489996
4.80,2.492867
4.81,2.495736
4.82,2.498604
4.83,2.501470
4.84,2.504335
4.85,2.507198
4.86,2.510059
4.87,2.512919
4.88,2.515777
4.89,2.518633
4.90,2.521488
4.91,2.524341
4.92,2.527193
4.93,2.530043
4.94,2.532891
4.95,2.535738
4.96,2.538582
4.97,2.541426
4.98,2.544267
4.99,2.547107
5.00,2.549945
5.01,2.552782
5.02,2.555617
5.03,2.558450
5.04,2.561282
5.05,2.564112
5.06,2.566940
5.07,2.569767
5.08,2.572592
5.09,2.575415
5.10,2.578237
5.11,2.581057
5.12,2.583875
5.13,2.586691
5.14,2.589506
5.15,2.592319
5.16,2.595131
5.17,2.597941
5.18,2.600749
5.19,2.603555
5.20,2.606360
5.21,2.609163
5.22,2.611964
5.23,2.614764
5.24,2.617561
5.25,2.620358
5.26,2.623152
5.27,2.625945
5.28,2.628736
5.29,2.631525
5.30,2.634313
5.31,2.637099
5.32,2.639883
5.33,2.642665
5.34,2.645446
5.35,2.648225
5.36,2.651002
5.37,2.653777
5.38,2.656551
5.39,2.659323
5.40,2.662093
5.41,2.664862
5.42,2.667629
5.43,2.670394
5.44,2.673157
5.45,2.675919
5.46,2.678678
5.47,2.681436
5.48,2.684193
5.49,2.686947
5.50,2.689700
5.51,2.692451
5.52,2.695200
5.53,2.697948
5.54,2.700693
5.55,2.703437
5.56,2.706179
5.57,2.708920
5.58,2.711658
5.59,2.714395
5.60,2.717130
5.61,2.719863
5.62,2.722595
